name,price,brand,category,product_id,displayed_price,image_url,product_url,page_number,page_url
Friteuse sans Huile - Airfryer -  2 paniers - 15 Litres -Germany,108.85,schlëizer,Home & Office/Home & Kitchen/Kitchen & Dining/Small Appliances/Air Fryers,SC670HA0047TGNAFAMZ,"1,135.00 Dhs",https://ma.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/00/196756/1.jpg?0111,https://www.jumia.ma/schleizer-friteuse-sans-huile-airfryer-2-paniers-15-litres-germany-65769100.html,3,https://www.jumia.ma/mlp-electromenager/?page=3#catalog-listing
Micro-Ondes - 20L - 800W - Silver écran digital fonction décongélation,81.52,Sharp,Home & Office/Home & Kitchen/Kitchen & Dining/Small Appliances/Microwave Ovens/Compact Microwave Ovens,SH287HA15ME0ONAFAMZ,850.00 Dhs,https://ma.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/69/908856/1.jpg?0242,https://www.jumia.ma/sharp-micro-ondes-20l-800w-silver-ecran-digital-fonction-decongelation-65880996.html,3,https://www.jumia.ma/mlp-electromenager/?page=3#catalog-listing
"Mixeur, Mélangeur, Blender, Robot 2 Bols incassable Presse agrume céréales",21.58,Generic,Home & Office/Home & Kitchen/Kitchen & Dining/Small Appliances/Blenders/Countertop Blenders,GE232HA1JCPZYNAFAMZ,225.00 Dhs,https://ma.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/92/972446/1.jpg?1020,https://www.jumia.ma/generic-mixeur-melangeur-blender-robot-2-bols-incassable-presse-agrume-cereales-64427929.html,3,https://www.jumia.ma/mlp-electromenager/?page=3#catalog-listing
Robot Mixeur Plongeant SPIRO CORE BLACK  6Vitesses Réglable -2ans de garantie,24.55,Mellerware,Home & Office/Home & Kitchen/Kitchen & Dining/Small Appliances/Mixers/Hand Mixers,ME675HA1DJFHPNAFAMZ,256.00 Dhs,https://ma.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/83/207725/1.jpg?5649,https://www.jumia.ma/robot-mixeur-plongeant-spiro-core-black-6vitesses-reglable-2-ans-de-garantie-mellerware-mpg1460110.html,3,https://www.jumia.ma/mlp-electromenager/?page=3#catalog-listing
HACHOIR MANUEL K1320404 900ML,19.09,Tefal,Home & Office/Home & Kitchen/Kitchen & Dining/Small Appliances/Specialty Appliances/Food Grinders & Mills,TE319HA0S62QYNAFAMZ,199.00 Dhs,https://ma.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/47/312746/1.jpg?1705,https://www.jumia.ma/tefal-hachoir-manuel-k1320404-900ml-64721374.html,3,https://www.jumia.ma/mlp-electromenager/?page=3#catalog-listing
Friteuse sans huile XXXL - 12L - Air fryer tactile - 7 programmes - 1800W,90.63,schlëizer,Home & Office/Home & Kitchen/Kitchen & Dining/Small Appliances/Air Fryers,SC670HA00PNF8NAFAMZ,945.00 Dhs,https://ma.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/01/196756/1.jpg?3248,https://www.jumia.ma/schleizer-friteuse-sans-huile-xxxl-12l-air-fryer-tactile-7-programmes-1800w-65769110.html,3,https://www.jumia.ma/mlp-electromenager/?page=3#catalog-listing
Cuiseur Vapeur Convenient VC1401 900W,47.86,Tefal,Home & Office/Home & Kitchen/Kitchen & Dining/Small Appliances/Electric Pressure Cookers,TE319HA0F9OTONAFAMZ,499.00 Dhs,https://ma.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/25/646316/1.jpg?1845,https://www.jumia.ma/tefal-cuiseur-vapeur-convenient-vc1401-900w-61364652.html,3,https://www.jumia.ma/mlp-electromenager/?page=3#catalog-listing
Mini Réfrigérateur et Mini Bar avec Verrouillage de sécurité - 47L - Statique,99.45,Visio,Home & Office/Home & Kitchen/Kitchen & Dining/Small Appliances/Beverage Refrigerators,VI281HA0CLL20NAFAMZ,"1,037.00 Dhs",https://ma.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/21/162456/1.jpg?8586,https://www.jumia.ma/visio-mini-refrigerateur-et-mini-bar-avec-verrouillage-de-securite-47l-statique-65426112.html,3,https://www.jumia.ma/mlp-electromenager/?page=3#catalog-listing
Hachoir électrique bol inox 500W GERMANY STYLE,20.04,Deutschmann,Home & Office/Home & Kitchen/Kitchen & Dining/Small Appliances/Specialty Appliances/Food Grinders & Mills/Meat Grinders,GE565HA0RQHU4NAFAMZ,209.00 Dhs,https://ma.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/46/585804/1.jpg?2533,https://www.jumia.ma/hachoir-electrique-bol-inox-500w-germany-style-german-lab-mpg1447112.html,3,https://www.jumia.ma/mlp-electromenager/?page=3#catalog-listing
"Bouilloire électrique, Bouilloire de thé en verre, ébullition rapide 2 Litres",13.21,Generic,Home & Office/Home & Kitchen/Kitchen & Dining/Small Appliances/Slow Cookers,GE232HA0AFNGWNAFAMZ,137.75 Dhs,https://ma.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/17/526416/1.jpg?1967,https://www.jumia.ma/bouilloire-electrique-bouilloire-de-the-en-verre-ebullition-rapide-2-litres-generic-mpg1447083.html,3,https://www.jumia.ma/mlp-electromenager/?page=3#catalog-listing
Cooklux Friteuse Sans Huile Airfryer 8L,60.33,Generic,Home & Office/Home & Kitchen/Kitchen & Dining/Small Appliances/Air Fryers,GE232HA0JQU8SNAFAMZ,629.00 Dhs,https://ma.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/33/164956/1.jpg?1385,https://www.jumia.ma/generic-cooklux-friteuse-sans-huile-airfryer-8l-65946133.html,3,https://www.jumia.ma/mlp-electromenager/?page=3#catalog-listing
Mini mixeur portable à 4 lames rechargeable pour bureau et sorties,7.28,Generic,Home & Office/Home & Kitchen/Kitchen & Dining/Small Appliances/Mixers,GE232HL0LL7Y6NAFAMZ,75.92 Dhs,https://ma.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/36/262014/1.jpg?5870,https://www.jumia.ma/generic-mini-mixeur-portable-a-4-lames-rechargeable-pour-bureau-et-sorties-41026263.html,3,https://www.jumia.ma/mlp-electromenager/?page=3#catalog-listing
"Four à pizza et pain électrique multifonction 2200w 40cm diamétre , blanc/white",43.64,General,Home & Office/Home & Kitchen/Kitchen & Dining/Small Appliances/Ovens & Toasters,GE570HA0WXFAXNAFAMZ,455.00 Dhs,https://ma.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/55/307193/1.jpg?2983,https://www.jumia.ma/general-four-a-pizza-et-pain-electrique-multifonction-2200w-40cm-diametre-blancwhite-39170355.html,3,https://www.jumia.ma/mlp-electromenager/?page=3#catalog-listing
Bouilloire en verre cristal Siena Glass  1.7L puissance 2200w 2 ans de garantie,26.37,Taurus,Home & Office/Home & Kitchen/Kitchen & Dining/Small Appliances/Slow Cookers,TA867HA040A5WNAFAMZ,275.00 Dhs,https://ma.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/06/731636/1.jpg?9032,https://www.jumia.ma/taurus-bouilloire-en-verre-cristal-siena-glass-1.7l-puissance-2200w-2-ans-de-garantie-63613760.html,3,https://www.jumia.ma/mlp-electromenager/?page=3#catalog-listing
Grille/planche de cuisson 67x23cm antiadhésif électrique 2000W,47.86,Lamacom,Home & Office/Home & Kitchen/Kitchen & Dining/Small Appliances/Electric Griddles,LA347HA0WIYTSNAFAMZ,499.00 Dhs,https://ma.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/54/632656/1.jpg?0624,https://www.jumia.ma/lamacom-grilleplanche-de-cuisson-67x23cm-antiadhesif-electrique-2000w-65623645.html,3,https://www.jumia.ma/mlp-electromenager/?page=3#catalog-listing
Mini Réfrigérateur 50L - Silencieux - 70 W - A+ Économie d'énergie FMD-955K,104.35,Daiko,Home & Office/Tools & Home Improvement/Appliances/Refrigerators,DA150HA1FW472NAFAMZ,"1,088.00 Dhs",https://ma.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/87/158846/1.jpg?9043,https://www.jumia.ma/daiko-mini-refrigerateur-50l-silencieux-70-w-a-economie-denergie-fmd-955k-64885178.html,3,https://www.jumia.ma/mlp-electromenager/?page=3#catalog-listing
"Presse-agrumes, presse citron et orange manuel, extracteur de jus",3.36,Generic,Home & Office/Home & Kitchen/Kitchen & Dining/Small Appliances/Juicers/Citrus Juicers,GE232HA09TASKNAFAMZ,35.00 Dhs,https://ma.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/16/483556/1.jpg?5409,https://www.jumia.ma/generic-presse-agrumes-presse-citron-et-orange-manuel-extracteur-de-jus-65538461.html,3,https://www.jumia.ma/mlp-electromenager/?page=3#catalog-listing
Cooking Hachoir électrique 2 bols Inox et Verre + 5 Lames et batteur et spatule 3L,21.00,Generic,Home & Office/Home & Kitchen/Kitchen & Dining/Small Appliances/Specialty Appliances/Food Grinders & Mills/Meat Grinders,GE232HA0EB4MUNAFAMZ,219.00 Dhs,https://ma.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/24/033846/1.jpg?7232,https://www.jumia.ma/generic-cooking-hachoir-electrique-2-bols-inox-et-verre-5-lames-et-batteur-et-spatule-3l-64833042.html,3,https://www.jumia.ma/mlp-electromenager/?page=3#catalog-listing
Machine à gauffre - Waffle maker Automat - Gaufres Belges de Bruxelles - 2 plaques,29.64,Clatronic,Home & Office/Home & Kitchen/Kitchen & Dining/Small Appliances/Waffle Irons,CL904HA00OV3GNAFAMZ,309.00 Dhs,https://ma.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/01/160044/1.jpg?7072,https://www.jumia.ma/machine-a-gauffre-waffle-maker-automat-gaufres-belges-de-bruxelles-2-plaques-clatronic-mpg1446650.html,3,https://www.jumia.ma/mlp-electromenager/?page=3#catalog-listing
"Mixeur 1000 W blender 5 vitesses 1,5 litres + moulin à épice en verre",28.77,Deutschmann,Home & Office/Home & Kitchen/Kitchen & Dining/Small Appliances/Blenders/Countertop Blenders,DE403HA0J8BEYNAFAMZ,299.99 Dhs,https://ma.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/32/300746/1.jpg?4154,https://www.jumia.ma/deutschmann-mixeur-1000-w-blender-5-vitesses-15-litres-moulin-a-epice-en-verre-64700323.html,3,https://www.jumia.ma/mlp-electromenager/?page=3#catalog-listing
"Toaster grille pain Mytoast II Legend Inoxydable,2 fentes 850 W-2ans de garantie",32.70,Taurus,Home & Office/Home & Kitchen/Kitchen & Dining/Small Appliances/Waffle Irons,TA867HL18KROMNAFAMZ,341.00 Dhs,https://ma.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/74/872102/1.jpg?9471,https://www.jumia.ma/taurus-toaster-grille-pain-mytoast-ii-legend-inoxydable2-fentes-850-w-2ans-de-garantie-20127847.html,3,https://www.jumia.ma/mlp-electromenager/?page=3#catalog-listing
Bouilloire Électrique 1.8L 1500W - Système D’arrêt Automatique Et Manuel - Indicateur de niveau d’ea,10.45,Kenz,Home & Office/Home & Kitchen/Kitchen & Dining/Small Appliances/Slow Cookers,KE402HA1FLN92NAFAMZ,109.00 Dhs,https://ma.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/86/670326/1.jpg?3317,https://www.jumia.ma/kenz-bouilloire-electrique-1.8l-1500w-systeme-darret-automatique-et-manuel-indicateur-de-niveau-deau-integre-bg-1500-62307668.html,3,https://www.jumia.ma/mlp-electromenager/?page=3#catalog-listing
Friteuse sans Huile -  8.8 Litres - 2 ans de garantie,160.64,Taurus,Home & Office/Home & Kitchen/Kitchen & Dining/Small Appliances/Air Fryers,TA867HA04M9X8NAFAMZ,"1,675.00 Dhs",https://ma.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/07/757756/1.jpg?4983,https://www.jumia.ma/taurus-friteuse-sans-huile-8.8-litres-2-ans-de-garantie-65775770.html,3,https://www.jumia.ma/mlp-electromenager/?page=3#catalog-listing
TA 01305-GS - Toaster - 2 FENTES,21.77,Royal,Home & Office/Home & Kitchen/Kitchen & Dining/Small Appliances/Ovens & Toasters/Toasters,RO663HA03GTRENAFAMZ,227.00 Dhs,https://ma.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/05/823914/1.jpg?6806,https://www.jumia.ma/royal-ta-01305-gs-toaster-2-fentes-41932850.html,3,https://www.jumia.ma/mlp-electromenager/?page=3#catalog-listing
Barbecue électrique Accessimo Table Intérieur & Extérieur BG134812,47.86,Moulinex,Home & Office/Home & Kitchen/Kitchen & Dining/Small Appliances/Electric Griddles,MO216HA1IZBHYNAFAMZ,499.00 Dhs,https://ma.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/92/347126/1.jpg?6663,https://www.jumia.ma/moulinex-barbecue-electrique-accessimo-table-interieur-exterieur-bg134812-62174329.html,3,https://www.jumia.ma/mlp-electromenager/?page=3#catalog-listing
"Lave-vaisselle A++ silencieux 13 Couverts 4 Programmes, X13 Silver",237.46,Siera,Home & Office/Tools & Home Improvement/Appliances/Dishwashers,SI498HA0R3VAUNAFAMZ,"2,476.00 Dhs",https://ma.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/45/530166/1.jpg?4305,https://www.jumia.ma/siera-lave-vaisselle-a-silencieux-13-couverts-4-programmes-x13-silver-66103554.html,3,https://www.jumia.ma/mlp-electromenager/?page=3#catalog-listing
Presse agrume CITRUS COMPACT Double sens de rotation - 2ans de garantie,18.13,Taurus,Home & Office/Home & Kitchen/Kitchen & Dining/Small Appliances/Juicers/Masticating Juicers/Single Auger Masticating Juicers,TA867HA1FRBACNAFAMZ,189.00 Dhs,https://ma.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/86/934756/1.jpg?7907,https://www.jumia.ma/taurus-presse-agrume-citrus-compact-double-sens-de-rotation-2ans-de-garantie-65743968.html,3,https://www.jumia.ma/mlp-electromenager/?page=3#catalog-listing
"Presse-agrumes électrique 700ml Votre meilleur allié en cuisine, Orange & Citron",12.85,Lamacom,Home & Office/Home & Kitchen/Kitchen & Dining/Small Appliances/Juicers/Masticating Juicers,LA347HA0ZG6M2NAFAMZ,134.00 Dhs,https://ma.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/59/541626/1.jpg?8884,https://www.jumia.ma/lamacom-presse-agrumes-electrique-700ml-votre-meilleur-allie-en-cuisine-orange-citron-62614595.html,3,https://www.jumia.ma/mlp-electromenager/?page=3#catalog-listing
"Bouilloire en inox Selene  2200 W, 1,7L acier inoxydable -  2 ans de garantie",35.49,Taurus,Home & Office/Home & Kitchen/Kitchen & Dining/Small Appliances/Slow Cookers,TA867OTOHWWINAFAMZ,370.00 Dhs,https://ma.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/81/025371/2.jpg?7361,https://www.jumia.ma/taurus-bouilloire-en-inox-selene-2200-w-17l-acier-inoxydable-2-ans-de-garantie-17352018.html,3,https://www.jumia.ma/mlp-electromenager/?page=3#catalog-listing
Machine a café Inissia Noir + coffret Capsules,109.24,Nespresso,Home & Office/Home & Kitchen/Kitchen & Dining/Small Appliances/Soda Makers,NE223HA0DJGNKNAFAMZ,"1,139.00 Dhs",https://ma.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/22/743056/1.jpg?4631,https://www.jumia.ma/nespresso-machine-a-cafe-inissia-noir-coffret-capsules-65034722.html,3,https://www.jumia.ma/mlp-electromenager/?page=3#catalog-listing
Robot Mixeur Plongeant hachoir à haute puissancePro 1200COMPLET-2ans de garantie,45.46,Solac,Home & Office/Home & Kitchen/Kitchen & Dining/Small Appliances/Mixers,SO312HL0Q49IBNAFAMZ,474.00 Dhs,https://ma.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/43/868963/1.jpg?1081,https://www.jumia.ma/solac-robot-mixeur-plongeant-hachoir-a-haute-puissancepro-1200complet-2ans-de-garantie-36986834.html,3,https://www.jumia.ma/mlp-electromenager/?page=3#catalog-listing
Panini Grill Asteria plancha et Appareil à Sandwich 2200w -2ans de garantie,57.45,Taurus,Home & Office/Home & Kitchen/Kitchen & Dining/Small Appliances/Waffle Irons,TA867HA0TWGW2NAFAMZ,599.00 Dhs,https://ma.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/50/223746/1.jpg?2851,https://www.jumia.ma/taurus-panini-grill-asteria-plancha-et-appareil-a-sandwich-2200w-2ans-de-garantie-64732205.html,3,https://www.jumia.ma/mlp-electromenager/?page=3#catalog-listing
Couscoussier rouge VITAL Anti-Adhésive  4L,26.37,Taurus,Home & Office/Home & Kitchen/Kitchen & Dining/Small Appliances/Steamers,TA867HL1IY1JXNAFAMZ,275.00 Dhs,https://ma.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/92/287581/1.jpg?2428,https://www.jumia.ma/taurus-couscoussier-rouge-vital-anti-adhesive-4l-18578229.html,3,https://www.jumia.ma/mlp-electromenager/?page=3#catalog-listing
Bouilloire en plastique Luna -1100W 1L – 2 ans de garantie,17.26,Taurus,Home & Office/Home & Kitchen/Kitchen & Dining/Small Appliances/Slow Cookers,TA867HL1137ZANAFAMZ,180.00 Dhs,https://ma.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/62/296102/1.jpg?7959,https://www.jumia.ma/bouilloire-luna-1100w-1l-2-ans-de-garantie-taurus-mpg75814.html,3,https://www.jumia.ma/mlp-electromenager/?page=3#catalog-listing
"Machine de scellage à vide Emballeur des aliments, Machine d'emballage sous vide",9.11,Generic,Home & Office/Home & Kitchen/Kitchen & Dining/Small Appliances/Specialty Appliances/Sous Vide Machines,GE232HA1K8U3XNAFAMZ,95.00 Dhs,https://ma.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/94/470765/1.jpg?6494,https://www.jumia.ma/machine-de-scellage-a-vide-emballeur-des-aliments-machine-demballage-sous-vide-generic-mpg1446904.html,3,https://www.jumia.ma/mlp-electromenager/?page=3#catalog-listing
Mini four électrique 7 litres - 600w - 2 ans Garantie,30.21,RAF,Home & Office/Home & Kitchen/Kitchen & Dining/Small Appliances/Ovens & Toasters/Toaster Ovens,BR021HA0JFZ9SNAFAMZ,315.00 Dhs,https://ma.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/32/658256/1.jpg?4584,https://www.jumia.ma/raf-mini-four-electrique-7-litres-600w-2-ans-garantie-65285623.html,3,https://www.jumia.ma/mlp-electromenager/?page=3#catalog-listing
Robot Mixeur Plongeant ROBOT 750 EASY Système de rotation turbo-2ans de garantie,17.74,Taurus,Home & Office/Home & Kitchen/Kitchen & Dining/Small Appliances/Mixers/Hand Mixers,TA867HA0KULQENAFAMZ,185.00 Dhs,https://ma.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/35/020166/1.jpg?2705,https://www.jumia.ma/taurus-robot-mixeur-plongeant-robot-750-easy-systeme-de-rotation-turbo-2ans-de-garantie-66102053.html,3,https://www.jumia.ma/mlp-electromenager/?page=3#catalog-listing
Micro-Ondes - 20L - 700W - noir écran digital fonction décongélation,76.25,Roch,Home & Office/Home & Kitchen/Kitchen & Dining/Small Appliances/Ovens & Toasters,RO725HA1FLL6WNAFAMZ,795.00 Dhs,https://ma.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/86/667656/1.jpg?8636,https://www.jumia.ma/roch-micro-ondes-20l-700w-noir-ecran-digital-fonction-decongelation-65676668.html,3,https://www.jumia.ma/mlp-electromenager/?page=3#catalog-listing
"Bouilloire Electrique Corps Inox Puissante 1,8 L",10.45,Generic,Home & Office/Home & Kitchen/Kitchen & Dining/Small Appliances/Slow Cookers,GE232HA0OINJWNAFAMZ,109.00 Dhs,https://ma.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/41/181116/1.jpg?0406,https://www.jumia.ma/bouilloire-electrique-corps-inox-puissante-18-l-generic-mpg1446949.html,3,https://www.jumia.ma/mlp-electromenager/?page=3#catalog-listing
FRITEUSE SANS HUILE - AIR FRYER DIGITAL - 6.5L - 1600W,68.38,zagura,Home & Office/Home & Kitchen/Kitchen & Dining/Small Appliances/Air Fryers,ZA985HA0X6K4SNAFAMZ,713.00 Dhs,https://ma.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/55/733356/1.jpg?1088,https://www.jumia.ma/zagura-friteuse-sans-huile-air-fryer-digital-6.5l-1600w-65333755.html,3,https://www.jumia.ma/mlp-electromenager/?page=3#catalog-listing
